winery,wine,year,rating,num_review,region,price,type,grapes
Can Ràfols dels Caus,Gran Caus 2003,2003,"3,4",52,España / Cataluña / Penedès,"28,50",Vino tinto,Cabernet Franc
Marqués de Riscal,Barón de Chirel Rioja Reserva 2015,2015,"4,4",746,España / Rioja,76,Vino tinto,100 % de Tempranillo
Dominio Basconcillos,Viña Magna Reserva 2016,2016,"4,5",32,España / Castilla y León / Ribera del Duero,"35,88",Vino tinto,100 % de Tempranillo
Celler Frisach,L'Abrunet Negre 2020,2020,"3,8",147,España / Cataluña / Terra Alta,"7,56",Vino tinto,Grenache
Estefanía,Tilenus Crianza Bierzo Mencia 2018,2018,"3,6",35,España / Castilla y León / Bierzo,"11,75",Vino tinto,Mencia
Algueira,Cortezada 2019,2019,"4,1",33,España / Galicia / Ribeira Sacra,"21,90",Vino blanco,100 % de Godello
Barbadillo,Maestrante Semi Dulce 2020,2020,"3,6",29,España / Andalucía / Cádiz,"5,40",Vino blanco,Palomino
Artuke,Pies Negros Rioja 2020,2020,"3,9",148,España / Rioja,"11,50",Vino tinto,"90 % de Tempranillo, 10 % de Graciano"
Lagar de Moha,Sapientia Verdejo Ecológico 2018,2018,"3,9",183,España / Castilla y León / Rueda,"10,50",Vino blanco,Verdejo
Rodríguez Sanzo,Las Tierras Pedro Ballesteros de Javier Rodríguez Garnacha 2017,2017,"3,4",120,España / Castilla y León,12,Vino tinto,100 % de Garnacha
Pagos del Moncayo,Prados Colección Garnacha 2019,2019,"4,1",174,España / Aragón / Campo de Borja,"13,95",Vino tinto,100 % de Garnacha
Ostatu,Laderas Rioja 2015,2015,"4,0",34,España / Rioja / Rioja Alavesa,"24,90",Vino tinto,"97 % de Tempranillo, 3 % de Viura"
La Vicalanda,Reserva 2012,2012,"4,1",1203,España / Rioja,"17,50",Vino tinto,100 % de Tempranillo
Veronica Ortega,VO CAL 2018,2018,"4,0",88,España / Castilla y León / Bierzo,"26,95",Vino blanco,Godello
Micro Bio (MicroBio),Rack 2019,2019,"3,8",72,España / Castilla y León,"20,90",Vino blanco,Verdejo
Ca N'Estella,Clot Dels Oms Blanco 2018,2018,"3,8",53,España / Cataluña / Penedès,"6,95",Vino blanco,"Chardonnay, Malvasia"
Rodrigo Mendez,Cies 2020,2020,"3,9",240,España / Galicia / Rías Baixas,"15,90",Vino blanco,100 % de Albariño
Llopart,'La Vida Secreta de les Plantes' Carmi Rosat 2020,2020,"4,0",36,España / Cataluña / Penedès,"9,50",Vino rosado,"Grenache, Sumoll"
Artadi,Viña El Pison 2017,2017,"4,6",45,España / Vino de España,"304,54",Vino de España,100 % de Tempranillo
Vizcarra,Inés 2012,2012,"4,2",42,España / Castilla y León / Ribera del Duero,"63,50",Vino tinto,100 % de Tempranillo
Muñana,Tres Cepas 2010,2010,"3,9",41,España / Andalucía,"29,22",Vino tinto,"Cabernet Sauvignon, Merlot, Shiraz/Syrah"
Celler Masroig,Finca Cucó Selecció 2018,2018,"3,6",26,España / Cataluña / Tarragona / Montsant,"8,50",Vino tinto,"Grenache, Carignan"
Tianna Negre,Ses Nines Negre 2019,2019,"3,7",196,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"10,90",Vino tinto,"Cabernet Sauvignon, Merlot, Callet, Manto Negro, Shiraz/Syrah"
Estones,Vine Blanco 2017,2017,"3,7",27,España / Cataluña / Terra Alta,"11,70",Vino blanco,"Macabeo, Garnacha Blanca"
Vietor y Leon,Crianza 2018,2018,"3,8",85,España / Castilla / Valdepeñas,"6,95",Vino tinto,Tempranillo
Bernabeleva,Cantocuerdas Albillo 2017,2017,"3,6",60,España / Madrid,"16,90",Vino blanco,Albillo
La Vinyeta,Heus Negre 2019,2019,"3,6",191,España / Cataluña / Empordà,"6,94",Vino tinto,100 % de Samsó
Marqués de Riscal,Finca Torrea Rioja 2017,2017,"4,2",339,España / Rioja,"22,95",Vino tinto,100 % de Tempranillo
Gutiérrez Colosía,Palo Cortado N.V.,1490,"4,0",77,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,Palomino
Vegalfaro,Pago de los Balagueses Syrah 2015,2015,"4,0",327,España / Valencia / Utiel-Requena,"16,90",Vino tinto,100 % de Shiraz/Syrah
Telmo Rodriguez,Pegaso Granito 2010,2010,"3,8",173,España / Castilla y León,"27,90",Vino tinto,100 % de Grenache
Compañía de Vinos Tricó,Claudia de Trico Albariño 2017,2017,"4,1",25,España / Galicia / Rías Baixas,"21,95",Compañía de Vinos Tricó,100 % de Albariño
Pinord,Penedès Blanc de Blancs Clos de Torribas 2020,2020,"3,4",62,España / Cataluña / Penedès,"5,95",Vino blanco,"Gewürztraminer, Merlot, Macabeo, Xarel-lo"
Azpilicueta,Crianza 2016,2016,"3,6",348,España / Rioja,"7,93",Vino tinto,"85 % de Tempranillo, 10 % de Graciano, 5 % de Mazuelo"
Vega Sicilia,Valbuena 5º 2003,2003,"4,5",1364,España / Castilla y León / Ribera del Duero,"266,20",Vino tinto,"Merlot, Tempranillo"
El Ilusionista,Verdejo 2020,2020,"3,9",26,España / Castilla y León / Rueda,"7,90",Vino blanco,Verdejo
Vinedos Escudero,Becquer Tinto 2010,2010,"3,5",124,España / Rioja,"7,10",Vino tinto,"Tempranillo, Garnacha"
El Grifo,Malvasia Seco 2019,2019,"3,7",118,España / Islas Canarias / Lanzarote,"14,90",Vino blanco,100 % de Malvasia
Félix Solís,Viña Albali Reserva 2015,2015,"3,4",4258,España / Castilla / Valdepeñas,"3,90",Vino tinto,100 % de Tempranillo
Dominio del Bendito,Las Sabias 2019,2019,"4,2",60,España / Castilla y León / Toro,"18,90",Vino tinto,100 % de Tempranillo
Abadía Retuerta,Selección Especial 2016,2016,"4,3",7580,España / Castilla y León / Sardón de Duero,"24,75",Vino tinto,100 % de Tempranillo
Bodegas Mano a Mano,Mano a Mano 2009,2009,"3,1",75,España / Castilla,"6,59",Vino tinto,100 % de Tempranillo
Pinna Fidelis,Ribera del Duero Roble 2019,2019,"3,8",698,España / Castilla y León / Ribera del Duero,"7,64",Vino tinto,100 % de Tinta del Pais
Bodegas Bernabé Navarro,Beryna 2012,2012,"3,6",286,España / Valencia / Alicante,"59,90",Vino tinto,"Garnacha, Monastrell"
Josep Grau Viticultor,L'Efecte Volador Montsant 2017,2017,"3,7",444,España / Cataluña / Tarragona / Montsant,"8,95",Vino tinto,Grenache
Sangenís I Vaqué,Clos Monlleó 1999,1999,"4,3",49,España / Cataluña / Priorato,"64,80",Vino tinto,"Cariñena, Garnacha"
Inurrieta,Coral Rosado 2020,2020,"3,7",46,España / Navarra,"5,73",Vino rosado,"Shiraz/Syrah, Cabernet Sauvignon, Graciano, Garnacha"
Singulares,El Veïnat Garnatxa Montsant 2019,2019,"3,8",194,España / Cataluña / Tarragona / Montsant,"8,20",Vino tinto,100 % de Garnacha
Viña Mayor,Ribera del Duero Crianza 2018,2018,"3,7",93,España / Castilla y León / Ribera del Duero,"13,90",Vino tinto,100 % de Tempranillo
Bodegas El Sequé,El Sequé 2015,2015,"4,0",1096,España / Valencia / Alicante,"20,90",Vino tinto,"Shiraz/Syrah, Mourvedre"
Bodegas Corral - Don Jacobo,Crianza Ecológico 2017,2017,"3,8",44,España / Rioja,"11,25",Vino tinto,Tempranillo
Mustiguillo,Mestizaje Blanco 2017,2017,"3,8",336,España / Vino de España,"19,50",Vino de España,"65 % de Merseguera, 24 % de Viognier, 11 % de Malvasia"
Antídoto,La Hormiga de Antídoto 2019,2019,"4,4",389,España / Castilla y León / Ribera del Duero,"31,39",Vino tinto,100 % de Tempranillo
Luzon,Alma de Luzón 2018,2018,"4,5",28,España / Murcia / Jumilla,38,Vino tinto,"80 % de Monastrell, 20 % de Shiraz/Syrah"
Clos Mogador,Priorat 2018,2018,"4,5",401,España / Cataluña / Priorato,"73,90",Vino tinto,100 % de Garnacha
Laus,Blanco 2020,2020,"3,6",55,España / Aragón / Somontano,"5,55",Vino blanco,Chardonnay
Ramos-Paul,Tinto 2005,2005,"4,2",145,España / Andalucía / Málaga,35,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Tempranillo"
La Rioja Alta,Viña Ardanza Reserva 1985,1985,"4,4",74,España / Rioja,"22,50",Vino tinto,"Tempranillo, Graciano"
Carlos Serres,Rioja Crianza 2018,2018,"3,9",1361,España / Rioja,"6,70",Vino tinto,100 % de Tempranillo
Marqués del Puerto,Crianza 2007,2007,"3,6",49,España / Rioja,12,Vino tinto,"Tempranillo, Mazuelo"
Tajinaste,Tradicional Tinto 2020,2020,"3,6",42,España / Islas Canarias / Valle de la Orotava,"13,95",Vino tinto,Listan Negro
Conreria d'Scala Dei,Antecessor Les Brugueres 1997,1997,"4,2",36,España / Cataluña / Priorato,"119,95",Vino blanco,Grenache Blanc
Attis,Xión Albariño 2019,2019,"3,8",92,España / Galicia / Rías Baixas,"10,70",Vino blanco,100 % de Albariño
Gómez Cruzado,Reserva 2011,2011,"4,0",759,España / Rioja,"16,80",Vino tinto,100 % de Tempranillo
Pagos de Valcerracín,10 Meses Roble Tempranillo 2019,2019,"3,6",115,España / Castilla y León / Ribera del Duero,"8,90",Vino tinto,100 % de Tempranillo
Can Majoral,Butibalausí Negre 2017,2017,"3,8",37,España / Islas Baleares / Mallorca,"8,95",Vino tinto,"Manto Negro, Tempranillo, Callet"
Bodegas Olarra,Cerro Añon Crianza Rioja 2018,2018,"4,0",485,España / Rioja,"6,99",Vino tinto,"90 % de Tempranillo, 5 % de Mazuelo, 5 % de Garnacha"
Artadi,El Carretil 2015,2015,"4,5",73,España / Vino de España,"143,51",Vino de España,100 % de Tempranillo
García de Aranda,Señorío de los Baldíos Crianza 2014,2014,"3,7",139,España / Castilla y León / Ribera del Duero,"11,93",Vino tinto,Tempranillo
Jiménez-Landi,Sotorrondero 2010,2010,"3,5",176,España / Castilla / Méntrida,"18,45",Vino tinto,"60 % de Shiraz/Syrah, 40 % de Garnacha Tinta"
Singulares,Jardín Rojo Tempranillo Rioja 2018,2018,"3,3",79,España / Rioja,"6,75",Vino tinto,100 % de Tempranillo
Celler Piñol,L'Avi Arrufi 2017,2017,"3,9",38,España / Cataluña / Terra Alta,"18,90",Vino tinto,"Garnacha, Shiraz/Syrah, Cariñena"
Bodega Contador (Benjamín Romeo),Macizo Blanco 2014,2014,"3,8",88,España / Cataluña,"15,90",Vino blanco,"60 % de Xarel-lo, 40 % de Garnacha Blanca"
Herència Altés,La Peluda 2016,2016,"4,0",322,España / Cataluña / Terra Alta,"14,11",Vino tinto,100 % de Garnacha Peluda
Familia Torres,22 Pies Rioja Crianza 2017,2017,"3,8",56,España / Rioja,"7,45",Vino tinto,100 % de Tempranillo
Telmo Rodriguez,Pago La Jara 2017,2017,"4,3",28,España / Castilla y León / Toro,"47,95",Vino tinto,100 % de Tinta de toro
La Rioja Alta,Rioja Gran Reserva 904 1964,1964,"4,3",79,España / Rioja,"51,50",Vino tinto,"Tempranillo, Graciano"
Inurrieta,Sur Roble 2019,2019,"3,7",86,España / Navarra,"6,95",Vino tinto,"Graciano, Garnacha, Shiraz/Syrah"
Hacienda Zorita Natural Reserve,Unamuno Vineyard Syrah 2018,2018,"4,1",499,España / Castilla y León / Arribes,"12,90",Vino tinto,100 % de Shiraz/Syrah
Álvaro Domecq,Pedro Ximenez Viña 98 N.V.,9928,"3,9",134,España / Andalucía / Jerez-Xérès-Sherry / Jerez Pedro Ximénes (PX),"10,01",Vino fortificado,100 % de Pedro Ximenez
Bodegas Javier San Pedro Ortega,Anahí 2021,2021,"3,8",45,España / Rioja,"6,70",Vino blanco,"Sauvignon Blanc, Malvasia, Tempranillo Blanco"
Muga,Selección Especial (Reserva) 2004,2004,"4,2",454,España / Rioja,"29,30",Vino tinto,100 % de Tempranillo
Enate,Tempranillo - Cabernet Sauvignon Crianza 2017,2017,"3,8",957,España / Aragón / Somontano,"9,40",Vino tinto,"70 % de Tempranillo, 30 % de Cabernet Sauvignon"
Leza García,Crianza 2014,2014,"3,6",63,España / Rioja,"10,65",Vino tinto,100 % de Tempranillo
Luis Alegre,Parcela No. 5 2017,2017,"4,0",102,España / Rioja,"16,75",Vino tinto,Tempranillo
Pastor Diaz,Castroviejo Reserva 2015,2015,"4,4",30,España / Rioja,"10,90",Vino tinto,100 % de Tempranillo
Bodegas Frontaura,Reserva 2005,2005,"4,1",308,España / Castilla y León / Toro,"21,89",Vino tinto,Tempranillo
El Grifo,Malvasía Coleccion Semidulce 2020,2020,"4,1",44,España / Castilla y León,"14,90",Vino de postre,100 % de Malvasia
Comunica,Vinya Goretti 2016,2016,"4,0",45,España / Cataluña / Tarragona / Montsant,"20,25",Vino tinto,Carignan
Avelino Vegas,100 Aniversario 2016,2016,"4,2",131,España / Castilla y León,26,Vino tinto,Tempranillo
Freixenet,Cava Cuvée De Prestige Trepat 2018,2018,"4,1",31,España / Cava,"11,80",Vino espumoso,100 % de Trepat
Artuke,Artuke Rioja 2021,2021,"3,8",172,España / Rioja,"6,85",Vino tinto,"95 % de Tempranillo, 5 % de Viura"
Bodegas Casa Primicia,Julian Madrid Reserva 2015,2015,"4,1",326,España / Rioja,18,Vino tinto,"Cabernet Sauvignon, Tempranillo"
Abel Mendoza Monge,Malvasía 2018,2018,"4,2",51,España / Rioja,"24,95",Vino blanco,100 % de Malvasia
Campillo,Reserva Rioja 1996,1996,"4,1",58,España / Rioja,45,Vino tinto,100 % de Tempranillo
Valdespino,Single Vineyard Palo Cortado Viejo C.P Dry N.V.,0803,"4,1",503,España / Andalucía / Jerez-Xérès-Sherry / Jerez Palo Cortado,,Vino fortificado,100 % de Palomino
Bertha,Cava Reserva Brut Nature 2018,2018,"3,9",52,España / Cava,"9,90",Vino espumoso,100 % de Macabeo
Codorníu,Cuvée 1872 Brut N.V.,2082,"3,4",112,España / Cava,"7,90",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Mas Foraster,Josep Foraster Les Gallinetes 2019,2019,"3,5",46,España / Cataluña / Conca de Barberà,"8,35",Vino tinto,100 % de Garnacha
Roger Goulart,Cava Brut Rosé 2018,2018,"3,6",262,España / Cava,"9,39",Vino espumoso,"Grenache, Pinot Noir, Mourvedre"
Marqués de Tosos,Gran Reserva 2014,2014,"3,6",27,España / Aragón / Cariñena,"10,55",Vino tinto,"Cabernet Sauvignon, Grenache, Tempranillo"
Pujanza,Rioja Norte 2006,2006,"4,3",67,España / Rioja,"49,90",Vino tinto,Tempranillo
Volver,Tarima Mediterráneo 2020,2020,"3,9",268,España / Valencia / Alicante,"5,90",Vino blanco,100 % de Merseguera
Vins del Tros,Cent X Cent Garnatxa Blanca 2018,2018,"3,6",43,España / Cataluña / Terra Alta,"11,95",Vino blanco,100 % de Garnacha Blanca
Bodega K5,Pilota 2020,2020,"3,5",92,España / País Vasco / Getariako Txakolina,8,Vino blanco,100 % de Hondarrabi Zuri
Mas Vicenç,Dent de Lleó 2018,2018,"4,1",26,España / Cataluña / Tarragona,"12,89",Vino blanco,"Chardonnay, Grenache Blanc"
Arínzano,La Casona 2010,2010,"3,9",153,España / Navarra / Arínzano,28,Vino tinto,"Merlot, Tempranillo"
Monteabellon,Ribera del Duero 5 Meses en Barrica 2019,2019,"3,7",111,España / Castilla y León / Ribera del Duero,"7,95",Vino tinto,100 % de Tempranillo
Attis,Attis Albariño 2021,2021,"4,2",279,España / Galicia / Rías Baixas,"12,90",Vino blanco,Albariño
Tobia,Óscar Tobía Reserva Rioja 2015,2015,"4,1",664,España / Rioja,"17,90",Vino tinto,"91 % de Tempranillo, 9 % de Graciano"
Teso La Monja,Almiréz 2016,2016,"4,0",1417,España / Castilla y León / Toro,"20,09",Vino tinto,100 % de Tinta de toro
Vardon Kennett,Cuvée Esplendor Vinyes Propies 2013,2013,"3,9",541,España / Cataluña / Penedès,"29,25",Vino espumoso,"Pinot Noir, Chardonnay"
Pazo Señorans,Seleccion de Añada Albariño Rías Baixas 2011,2011,"4,3",618,España / Galicia / Rías Baixas,"34,90",Vino blanco,100 % de Albariño
Marco Abella,Clos Abella Selección Especial 2014,2014,"4,4",178,España / Cataluña / Priorato,"45,60",Vino tinto,"70 % de Carignan, 30 % de Garnacha"
Costers del Siurana,Clos de L'Obac 2010,2010,"4,5",150,España / Cataluña / Priorato,"76,23",Vino tinto,"Shiraz/Syrah, Merlot, Cariñena, Cabernet Sauvignon"
Orowines,Comoloco Monastrell 2016,2016,"3,6",460,España / Murcia / Jumilla,"5,60",Vino tinto,100 % de Mourvedre
Binigrau,Nounat 2021,2021,"4,4",307,España / Islas Baleares / Mallorca,"21,90",Vino blanco,Chardonnay
Casa Castillo,Las Gravas 2018,2018,"3,9",315,España / Murcia / Jumilla,"28,51",Vino tinto,"70 % de Monastrell, 15 % de Shiraz/Syrah, 15 % de Grenache"
Mas de l'Abundància,He Ma 2019,2019,"3,6",84,España / Cataluña / Tarragona / Montsant,"9,50",Vino tinto,"Grenache, Carignan, Cabernet Sauvignon"
Marqués de Cáceres,Rioja Rosado 2020,2020,"3,6",568,España / Rioja,"5,70",Vino rosado,"Tempranillo, Grenache"
Izadi,El Regalo 2016,2016,"4,1",581,España / Rioja,"29,16",Vino tinto,100 % de Tempranillo
Chivite,Navarra Reserva Coleccion 125 1996,1996,"3,9",62,España / Navarra,50,Vino tinto,Tempranillo
Itsasmendi,Bat Berri 2017,2017,"3,8",45,España / País Vasco / Bizkaiko Txakolina,"15,80",Vino blanco,Hondarrabi Zuri
Pago de Los Capellanes,Crianza Tinto 2016,2016,"4,1",4234,España / Castilla y León / Ribera del Duero,"42,90",Vino tinto,100 % de Tempranillo
Mas Doix,1903 Centenary Grenache 2016,2016,"4,6",31,España / Cataluña / Priorato,299,Vino tinto,100 % de Garnacha
Fuentespina,Reserva 2016,2016,"3,5",121,España / Castilla y León / Ribera del Duero,"16,45",Vino tinto,100 % de Tempranillo
Gallina de Piel,Roca del Crit 2018,2018,"3,9",319,España / Cataluña / Empordà,"16,30",Vino tinto,"86 % de Cariñena, 14 % de Garnacha"
Melonera,Payoya Negra 2018,2018,"4,0",233,España / Andalucía / Sierras de Málaga,"20,39",Vino tinto,"45 % de Shiraz/Syrah, 40 % de Tintilla de Rota, 15 % de Romé"
Bodegas Cosme Palacio,Glorioso Selección Especial 100 Años Aniversario 2017,2017,"3,9",960,España / Rioja,"9,75",Vino tinto,100 % de Tempranillo
Castaño,Castaño Colección Cepas Viejas 2016,2016,"3,5",256,España / Murcia / Yecla,"10,25",Vino tinto,"70 % de Monastrell, 30 % de Cabernet Sauvignon"
Pedralonga,Terra de Godos Albariño 2020,2020,"3,8",191,España / Galicia / Rías Baixas,"9,39",Vino blanco,100 % de Albariño
Hacienda Solano,Peña Lobera 2018,2018,"4,4",31,España / Castilla y León / Ribera del Duero,"68,90",Vino tinto,"98 % de Tempranillo, 2 % de Albillo"
Pagos de Aráiz,Crianza 2016,2016,"3,7",578,España / Navarra,"5,95",Vino tinto,"Cabernet Sauvignon, Merlot, Tempranillo"
Tobelos,Blanco 2019,2019,"3,8",64,España / Rioja,9,Vino blanco,"Sauvignon Blanc, Viura, Garnacha Blanca"
El Coto,Coto de Imaz Rioja Gran Reserva 2015,2015,"4,2",1347,España / Rioja,"15,88",Vino tinto,"90 % de Tempranillo, 10 % de Graciano"
Ardèvol,Anjoli 2016,2016,"4,1",353,España / Cataluña / Priorato,"15,50",Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon, Grenache"
Enate,Chardonnay Uno 2012,2012,"4,4",57,España / Aragón / Somontano,"272,94",Vino blanco,100 % de Chardonnay
Gramona,Savinat Sauvignon Blanc 2019,2019,"4,3",78,España / Cataluña / Penedès,"18,35",Vino blanco,100 % de Sauvignon Blanc
Acustic Celler,Acústic Blanc 2019,2019,"3,9",107,España / Cataluña / Tarragona / Montsant,"11,85",Vino blanco,"Garnacha, Garnacha Blanca, Macabeo"
Albet i Noya,Petit Albet Penedès Rouge 2019,2019,"3,3",166,España / Cataluña / Penedès,"6,39",Vino tinto,"Petite Sirah, Macabeo, Xarel-lo, Garnacha, Cabernet Sauvignon, Chardonnay, Tempranillo"
Pedro Domecq,Rio Viejo Jerez Oloroso Seco N.V.,0086,"3,8",138,España / Andalucía,,Vino fortificado,Palomino
Franck Massard,Priorat Eda 2013,2013,"4,2",29,España / Cataluña / Priorato,"55,83",Vino tinto,100 % de Cariñena
Viñedos del Jorco,El Jorco Cebreros 2018,2018,"4,0",38,España / Castilla y León,"20,74",Vino tinto,100 % de Garnacha
Santiago Ruiz,Rosa Ruiz Albariño 2019,2019,"4,0",54,España / Galicia / Rías Baixas,"16,90",Vino blanco,100 % de Albariño
4 Kilos Vinícola,Motor Callet 2019,2019,"3,6",55,España / Islas Baleares / Mallorca,"16,40",Vino tinto,Callet
Sant Josep,Clot d'Encis Vi Negre 2019,2019,"2,9",56,España / Cataluña / Terra Alta,"4,20",Vino tinto,"Shiraz/Syrah, Mazuelo, Cariñena, Garnacha Tinta"
Finca Valpiedra,Rioja Cantos de Valpiedra 2017,2017,"3,8",266,España / Rioja,"9,50",Vino tinto,100 % de Tempranillo
Rioja Vega,Reserva 2017,2017,"3,8",196,España / Rioja,"11,90",Vino tinto,"85 % de Tempranillo, 10 % de Graciano, 5 % de Mazuelo"
Cims de Porrera,Clàssic 1999,1999,"4,2",121,España / Cataluña / Priorato,"88,25",Vino tinto,Carignan
Forlong,Mon Amour 2018,2018,"3,9",27,España / Andalucía / Cádiz,"17,95",Vino blanco,Palomino
Marqués de Murrieta,Castillo Ygay Gran Reserva Especial Tinto 2011,2011,"4,7",241,España / Rioja,"194,99",Vino tinto,100 % de Tempranillo
Mas Llunes,Nivia 2019,2019,"3,9",107,España / Cataluña / Empordà,"10,83",Vino blanco,"Macabeo, Grenache Blanc"
Dominio de Atauta,Torre de Golban Crianza 2009,2009,"3,5",216,España / Castilla y León,"10,50",Vino tinto,100 % de Tinto Fino
Matsu,El Recio 2019,2019,"4,0",2765,España / Castilla y León / Toro,"14,85",Vino tinto,100 % de Tempranillo
Telmo Rodriguez,Ladeiras Do XIL Falcoeira A Capilla Single Vineyard 2015,2015,"4,2",78,España / Galicia / Valdeorras,"59,90",Vino tinto,100 % de Mencia
De Muller,Legítim Crianza 2019,2019,"4,3",113,España / Cataluña / Priorato,"9,45",Vino tinto,"Shiraz/Syrah, Cariñena, Garnacha"
Terroir Al Límit Soc. Lda,Les Manyes 2011,2011,"4,3",56,España / Cataluña / Priorato,"187,50",Vino tinto,100 % de Grenache
Can Sumoi,Ancestral Sumoll 2019,2019,"4,0",26,España / Cataluña,"13,95",Vino espumoso,100 % de Sumoll
Muga,Muga Blanco 2010,2010,"3,6",163,España / Rioja,12,Vino blanco,Viura
Homenaje,Garnacha Rosado 2021,2021,"3,4",37,España / Navarra,"5,95",Vino rosado,Garnacha
Hermanos Lurton,Verdejo 2021,2021,"3,6",39,España / Castilla y León / Rueda,"8,55",Vino blanco,100 % de Tinta de toro
Mar de Frades,Rias Baixas Albariño Finca Valiñas 2015,2015,"4,2",424,España / Galicia / Rías Baixas,"24,33",Vino blanco,100 % de Albariño
Emilio Moro,Ribera del Duero 2019,2019,"4,2",2519,España / Castilla y León / Ribera del Duero,"17,90",Vino tinto,100 % de Tempranillo
Mar de Frades,Rías Baixas Albariño Atlantico 2019,2019,"4,2",4808,España / Galicia / Rías Baixas,"14,90",Vino blanco,100 % de Albariño
Telmo Rodriguez,Pegaso Barrancos de Pizarra 2017,2017,"4,0",41,España / Castilla y León,"27,90",Vino tinto,100 % de Garnacha
Carchelo,Carchelo (C) 2018,2018,"3,6",317,España / Murcia / Jumilla,"7,80",Vino tinto,"Shiraz/Syrah, Tempranillo, Cabernet Sauvignon, Monastrell"
Osborne,Solaz Tempranillo 2020,2020,"3,3",330,España / Castilla,"3,57",Vino tinto,100 % de Tempranillo
Dehesa de Los Canónigos,Solideo 2016,2016,"4,3",357,España / Castilla y León / Ribera del Duero,"43,50",Vino tinto,"85 % de Tinto Fino, 12 % de Cabernet Sauvignon, 3 % de Albillo"
Viña Zorzal,Corral de los Altos 2019,2019,"3,8",67,España / Navarra,"11,90",Vino tinto,100 % de Garnacha
Elkano,Blanco 2018,2018,"3,9",34,España / País Vasco / Getariako Txakolina,"16,94",Vino blanco,Hondarrabi Zuri
Bodegas Care,Tinto Roble Garnacha - Syrah 2019,2019,"4,0",159,España / Aragón / Cariñena,"6,25",Vino tinto,"Shiraz/Syrah, Garnacha"
Pere Ventura Cavas,Cava Primer Reserva Brut N.V.,4634,"3,7",2668,España / Cava,,Vino espumoso,100 % de Macabeo
Batlliu de Sort,Salvavides Conca de Tremp 2020,2020,"3,5",27,España / Cataluña / Costers del Segre,"9,60",Vino tinto,"Merlot, Ull de Llebre"
Fedellos do Couto,Cortezada 2018,2018,"3,8",243,España / Galicia / Ribeira Sacra,"15,40",Vino tinto,100 % de Mencia
Bodegas Corral - Don Jacobo,Rioja Gran Reserva 1978,1978,"4,5",29,España / Rioja,140,Vino tinto,"Mazuelo, Graciano, Tempranillo"
Muga,Flor de Muga Rosado 2019,2019,"4,1",319,España / Rioja,"17,99",Vino rosado,100 % de Garnacha
Familia Torres,Grans Muralles 2015,2015,"4,5",206,España / Cataluña / Conca de Barberà,"170,50",Vino tinto,"Cariñena, Garnacha, Samsó, Monastrell"
Castaño,Momentos Monastrell 2018,2018,"3,8",38,España / Murcia / Yecla,"18,95",Vino tinto,Monastrell
Oriol Rossell,Cava Brut N.V.,0624,"3,4",52,España / Cava,"6,17",Vino espumoso,"Chardonnay, Pinot Noir, Macabeo"
Delgado Zuleta,Manzanilla Entusiástico N.V.,7905,"3,7",66,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,"10,90",Vino fortificado,Palomino
Bodega Ribas,Ribas Negre 2018,2018,"3,9",264,España / Islas Baleares / Mallorca,"13,75",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Manto Negro"
Marfil Alella,Vallmora Garnatxa Negra 2015,2015,"3,6",32,España / Cataluña / Alella,"15,45",Vino tinto,Garnacha
Bodega Ca' di Mat,Los Peros Tinto 2018,2018,"3,9",26,España / Madrid,"28,50",Vino tinto,100 % de Garnacha
Fuentespina,7 Meses 2020,2020,"3,7",54,España / Castilla y León / Ribera del Duero,"11,95",Vino tinto,100 % de Tempranillo
Izadi,Rioja Selección 2017,2017,"3,9",327,España / Rioja,"12,89",Vino tinto,100 % de Tempranillo
Ostatu,Laderas Rioja 2014,2014,"4,4",84,España / Rioja / Rioja Alavesa,"24,90",Vino tinto,"97 % de Tempranillo, 3 % de Viura"
Venus la Universal,Dido Tinto 2019,2019,"4,1",1011,España / Cataluña / Tarragona / Montsant,"14,55",Vino tinto,100 % de Garnacha
Soto y Manrique,La Transición Garnacha 2019,2019,"3,7",30,España / Castilla y León,"5,90",Vino tinto,Garnacha
Luis A. Rodriguez Vazquez,A Torna Dos Pasas Ribeiro 2018,2018,"4,0",93,España / Galicia / Ribeiro,"20,70",Vino tinto,Caiño tinto
Quinta de la Quietud,Corral de Campanas 2019,2019,"3,9",48,España / Castilla y León / Toro,"9,90",Vino tinto,Tinta de toro
César Principe,Tinto 2017,2017,"4,2",123,España / Castilla y León / Cigales,"19,97",Vino tinto,100 % de Tempranillo
Bodegas Torre del Veguer,Muscat 2018,2018,"3,6",44,España / Cataluña / Penedès,"8,45",Vino blanco,Muscat Blanc
Neo,Ribera del Duero Tinto 2016,2016,"3,9",1456,España / Castilla y León / Ribera del Duero,29,Vino tinto,100 % de Tinta del Pais
Castell d'Ordal,Sekt Rosado Semi Seco N.V.,3973,"3,5",334,España / Cava,"3,99",Vino espumoso,"Tempranillo, Bobal, Garnacha"
